,file,artist,genre,style
3410,Impressionism/john-singer-sargent_graveyard-in-the-tyrol-1915.jpg,11,4,7
3411,Symbolism/nicholas-roerich_study-to-teacher-s-testament.jpg,14,8,14
3412,Impressionism/pierre-auguste-renoir_portrait-of-victor-chocquet-1875.jpg,17,6,7
3413,Expressionism/martiros-saryan_rainbow-1929.jpg,13,4,5
3414,Realism/john-singer-sargent_drawing-of-edwin-austin-abbey.jpg,11,6,12
3415,Realism/john-singer-sargent_study-for-the-archers.jpg,11,8,12
3416,Art_Nouveau_Modern/nicholas-roerich_hills-1915.jpg,14,4,2
3417,Northern_Renaissance/albrecht-durer_mary-and-child.jpg,0,7,9
3418,Realism/vincent-van-gogh_peasant-with-sickle-seen-from-the-back-1885-1.jpg,22,8,12
3419,Fauvism/martiros-saryan_date-palm-1911.jpg,13,4,6
3420,Symbolism/nicholas-roerich_kuluta-1937.jpg,14,4,14
3421,Northern_Renaissance/albrecht-durer_three-studies-of-a-helmet.jpg,0,8,9
3422,Post_Impressionism/vincent-van-gogh_landscape-with-carriage-and-train-1890.jpg,22,4,11
3423,Impressionism/eugene-boudin_the-port-of-trouville-1875.jpg,6,4,7
3424,Impressionism/ilya-repin_horse-riding-portrait-1913.jpg,8,6,7
3425,Impressionism/claude-monet_the-bay-of-antibes.jpg,4,4,7
3426,Impressionism/edgar-degas_the-cafe-concert-the-song-of-the-dog-1877.jpg,5,2,7
3427,Post_Impressionism/vincent-van-gogh_snowy-landscape-with-arles-in-the-background-1888.jpg,22,4,11
3428,Realism/boris-kustodiev_summer-1921.jpg,1,8,12
3429,Post_Impressionism/vincent-van-gogh_wheatfields-under-thunderclouds-1890.jpg,22,4,11
3430,Symbolism/nicholas-roerich_monhigan-study-1922-14.jpg,14,8,14
3431,Impressionism/edgar-degas_the-cotton-exchange-new-orleans-1873.jpg,5,2,7
3432,Symbolism/nicholas-roerich_sortavala-islands-1917.jpg,14,4,14
3433,Post_Impressionism/vincent-van-gogh_banks-of-the-seine-near-pont-de-clichy-1887(1).jpg,22,4,11
3434,Impressionism/eugene-boudin_the-beach-1867.jpg,6,2,7
3435,Post_Impressionism/pyotr-konchalovsky_mikhail-petrovich-konchalovsky-the-son-of-the-artist-s-on-etudes-1936.jpg,18,2,11
3436,Realism/ivan-shishkin_fir-forest.jpg,10,4,12
3437,Post_Impressionism/paul-cezanne_portrait-of-joachim-1896.jpg,16,6,11
3438,Post_Impressionism/vincent-van-gogh_strollers-and-onlookers-at-a-place-of-entertainment-1887.jpg,22,8,11
3439,Romanticism/gustave-dore_don-quixote-78.jpg,7,3,13
3440,Northern_Renaissance/albrecht-durer_the-annunciation-1502.jpg,0,7,9
3441,Impressionism/edgar-degas_two-dancers-in-the-foyer.jpg,5,2,7
3442,Impressionism/edgar-degas_dancer-in-her-dressing-room-1.jpg,5,2,7
3443,Realism/ilya-repin_portrait-of-the-philanthropist-olga-sergeyevna-aleksandrova-heinz-1890.jpg,8,6,12
3444,Symbolism/nicholas-roerich_himalayas-27.jpg,14,4,14
3445,Northern_Renaissance/albrecht-durer_study-of-a-man-with-a-drill.jpg,0,8,9
3446,Impressionism/camille-pissarro_still-life-with-peppers-1899.jpg,2,9,7
3447,Impressionism/camille-pissarro_the-jetty-le-havre-high-tide-morning-sun-1903.jpg,2,1,7
3448,Naive_Art_Primitivism/pablo-picasso_lying-female-nude-1932-2.jpg,15,5,8
3449,Realism/john-singer-sargent_gondolier-1905.jpg,11,6,12
3450,Realism/ivan-shishkin_forest-4.jpg,10,4,12
3451,Post_Impressionism/pyotr-konchalovsky_novgorod-sophia-1925.jpg,18,1,11
3452,Impressionism/edgar-degas_jockeys-1.jpg,5,2,7
3453,Expressionism/pyotr-konchalovsky_the-model-at-the-mirror-1923.jpg,18,8,5
3454,Northern_Renaissance/albrecht-durer_head-of-a-woman-1.jpg,0,6,9
3455,Impressionism/claude-monet_meditation-madame-monet-sitting-on-a-sofa-1871.jpg,4,6,7
3456,Realism/pyotr-konchalovsky_study-1951-1.jpg,18,4,12
3457,Impressionism/edgar-degas_girl-in-red-1876.jpg,5,6,7
3458,Realism/boris-kustodiev_village-boys-1905.jpg,1,8,12
3459,Impressionism/pierre-auguste-renoir_still-life-with-fruit-1881.jpg,17,9,7
3460,Realism/claude-monet_still-life-with-bottles-1863.jpg,4,9,12
3461,Cubism/pyotr-konchalovsky_portrait-of-actress-vizarova-1917.jpg,18,6,4
3462,Realism/ivan-shishkin_dark-forest-1890.jpg,10,4,12
3463,Romanticism/gustave-dore_the-mountain-s-foot.jpg,7,3,13
3464,Naive_Art_Primitivism/marc-chagall_michal-saves-david-from-saul-1960.jpg,12,7,8
3465,Post_Impressionism/vincent-van-gogh_garden-with-weeping-willow-1888(1).jpg,22,4,11
3466,Impressionism/childe-hassam_celia-thaxter-s-garden-appledore-isles-of-shoals.jpg,3,4,7
3467,Expressionism/salvador-dali_untitled-apocalyptic-christ-christ-with-flames.jpg,21,7,5
3468,Impressionism/pierre-auguste-renoir_the-harvesters-1873.jpg,17,4,7
3469,Realism/vincent-van-gogh_the-bench-1882.jpg,22,4,12
3470,Impressionism/camille-pissarro_female-peasant-carding-wool-1875.jpg,2,2,7
3471,Analytical_Cubism/pablo-picasso_souvenir-from-havre-1912.jpg,15,9,1
3472,Art_Nouveau_Modern/raphael-kirchner_marionettes-1.jpg,19,2,2
3473,Realism/martiros-saryan_lusik-saryan-1941.jpg,13,6,12
3474,Realism/ilya-repin_choosing-a-bride-for-a-grand-duke-1884.jpg,8,2,12
3475,Realism/eugene-boudin_beach-scene-trouville-1863.jpg,6,2,12
3476,Romanticism/gustave-dore_don-quixote-142.jpg,7,3,13
3477,Symbolism/salvador-dali_spiritus-promptus-est-caro-vero-infirma-1967.jpg,21,7,14
3478,Realism/john-singer-sargent_the-marchioness-curzon-of-kedleston-1925.jpg,11,6,12
3479,Impressionism/pierre-auguste-renoir_bust-of-a-young-girl-wearing-a-straw-hat-1917.jpg,17,6,7
3480,Realism/vincent-van-gogh_head-of-a-woman-1882.jpg,22,6,12
3481,Romanticism/gustave-dore_beatrice.jpg,7,3,13
3482,Impressionism/eugene-boudin_beach-scene-at-trouville.jpg,6,2,7
3483,Realism/salvador-dali_back-the-girl.jpg,21,6,12
3484,Realism/martiros-saryan_portrait-of-sanduht-1898.jpg,13,6,12
3485,Realism/john-singer-sargent_portrait-of-james-carroll-beckwith.jpg,11,8,12
3486,Romanticism/gustave-dore_don-quixote-119.jpg,7,3,13
3487,Symbolism/pablo-picasso_boy-with-a-dog-1905.jpg,15,2,14
3488,Realism/camille-pissarro_landscape-with-figures-by-a-river.jpg,2,4,12
3489,Art_Nouveau_Modern/nicholas-roerich_st-olga-of-kiev-1915.jpg,14,7,2
3490,Northern_Renaissance/albrecht-durer_portrait-of-a-girl.jpg,0,6,9
3491,Impressionism/pierre-auguste-renoir_by-the-fireside-1875.jpg,17,2,7
3492,Cubism/pablo-picasso_still-life.jpg,15,9,4
3493,Impressionism/claude-monet_garden-at-vetheuil.jpg,4,4,7
3494,Realism/vincent-van-gogh_view-on-the-singel-in-amsterdam-1885.jpg,22,1,12
3495,Expressionism/pablo-picasso_untitled-1939-3.jpg,15,9,5
3496,Impressionism/claude-monet_the-railroad-station-at-argenteuil.jpg,4,1,7
3497,Impressionism/edgar-degas_six-friends-of-the-artist-1885.jpg,5,6,7
3498,Post_Impressionism/vincent-van-gogh_woman-near-a-window-twice-man-with-winnow-sower-and-woman-with-broom.jpg,22,8,11
3499,Art_Nouveau_Modern/boris-kustodiev_autumn-1918.jpg,1,1,2
3500,Realism/boris-kustodiev_forest-lake-in-the-konkol-1917.jpg,1,4,12
3501,Realism/boris-kustodiev_portrait-of-isaak-izrailevich-brodsky-1920.jpg,1,6,12
3502,Impressionism/pierre-auguste-renoir_landscape-near-essoyes-1892.jpg,17,4,7
3503,Impressionism/edgar-degas_dancer-on-stage.jpg,5,2,7
3504,Baroque/rembrandt_three-peasants-travelling-1652.jpg,20,8,3
3505,Realism/pyotr-konchalovsky_still-life-with-rabbit-1954.jpg,18,9,12
3506,Realism/eugene-boudin_approaching-storm-1864.jpg,6,2,12
3507,Impressionism/pierre-auguste-renoir_the-little-reader-little-girl-in-blue.jpg,17,6,7
3508,Symbolism/nicholas-roerich_path-to-kailas-1931-1.jpg,14,4,14
3509,Realism/pablo-picasso_fruit-bowl-with-fruit-1918.jpg,15,9,12
3510,Impressionism/pierre-auguste-renoir_the-bay.jpg,17,4,7
3511,Post_Impressionism/pyotr-konchalovsky_kazbek-1927.jpg,18,4,11
3512,Naive_Art_Primitivism/marc-chagall_couple-and-fish-1964.jpg,12,2,8
3513,Naive_Art_Primitivism/marc-chagall_clown-with-flowers-1963.jpg,12,6,8
3514,Impressionism/camille-pissarro_sunset-at-moret-sur-loing-1901.jpg,2,4,7
3515,Naive_Art_Primitivism/marc-chagall_joseph-has-been-recognized-by-his-brothers-1931.jpg,12,7,8
3516,Post_Impressionism/pyotr-konchalovsky_at-the-barn-1921.jpg,18,4,11
3517,Realism/salvador-dali_study-for-the-battle-of-tetuan.jpg,21,8,12
3518,Post_Impressionism/vincent-van-gogh_standing-male-nude-seen-from-the-front-2.jpg,22,8,11
3519,Post_Impressionism/vincent-van-gogh_field-with-flowers-1888(1).jpg,22,8,11
3520,Romanticism/ivan-aivazovsky_pyramids-1895.jpg,9,4,13
3521,Realism/ivan-shishkin_in-crimea.jpg,10,4,12
3522,Symbolism/nicholas-roerich_bonpo-stronghold-1933.jpg,14,4,14
3523,Impressionism/childe-hassam_flower-market.jpg,3,2,7
3524,Symbolism/nicholas-roerich_holy-cave-1931.jpg,14,4,14
3525,Impressionism/eugene-boudin_atlantic-coast-near-benerville-1897.jpg,6,4,7
3526,Impressionism/john-singer-sargent_grand-canal-venice-1907.jpg,11,1,7
3527,Post_Impressionism/paul-cezanne_sugarbowl-pears-and-tablecloth.jpg,16,9,11
3528,Romanticism/gustave-dore_the-inferno-canto-33.jpg,7,3,13
3529,Realism/ilya-repin_portrait-of-lawyer-anatoly-fyodorovichm-koni-1898.jpg,8,6,12
3530,Naive_Art_Primitivism/pablo-picasso_catalan-woman-1911.jpg,15,6,8
3531,Impressionism/claude-monet_the-house-seen-through-the-roses.jpg,4,4,7
3532,Impressionism/john-singer-sargent_two-wine-glasses-1874.jpg,11,4,7
3533,Impressionism/pierre-auguste-renoir_sugar-bowl-1909.jpg,17,9,7
3534,Impressionism/claude-monet_monet-s-garden-in-argenteuil-sun.jpg,4,4,7
3535,Realism/camille-pissarro_the-marne-at-chennevieres-1864.jpg,2,4,12
3536,Symbolism/nicholas-roerich_sacred-himalayas-1933-2.jpg,14,4,14
3537,Impressionism/camille-pissarro_the-cowherd-1892.jpg,2,2,7
3538,Impressionism/edgar-degas_violinist-and-young-woman.jpg,5,6,7
3539,Naive_Art_Primitivism/martiros-saryan_a-room-1935.jpg,13,2,8
3540,Northern_Renaissance/albrecht-durer_madonna-and-child-with-musical-angels.jpg,0,7,9
3541,Realism/ilya-repin_seller-of-student-works-at-the-academy-of-arts-1870.jpg,8,6,12
3542,Symbolism/nicholas-roerich_kangchenjunga-1944.jpg,14,4,14
3543,Post_Impressionism/pyotr-konchalovsky_khokhloma-varnisher-1936.jpg,18,2,11
3544,Realism/vincent-van-gogh_avenue-of-poplars-at-sunset-1884(1).jpg,22,4,12
3545,Post_Impressionism/pyotr-konchalovsky_sawyers-1932-1.jpg,18,2,11
3546,Impressionism/pierre-auguste-renoir_landscape-with-figures-at-cagnes.jpg,17,4,7
3547,Realism/pyotr-konchalovsky_early-spring-birches-1948.jpg,18,4,12
3548,Symbolism/nicholas-roerich_laplandian-castle-1918.jpg,14,4,14
3549,Impressionism/camille-pissarro_bourgeois-house-in-l-hermitage-pontoise-1873.jpg,2,4,7
3550,Realism/ivan-shishkin_noon-suburbs-of-moscow-bratsevo-1866.jpg,10,4,12
3551,Post_Impressionism/vincent-van-gogh_railway-carriages-1888.jpg,22,4,11
3552,Romanticism/ivan-aivazovsky_sea-bay-1842.jpg,9,4,13
3553,Naive_Art_Primitivism/marc-chagall_mounting-the-ebony-horse-1948.jpg,12,3,8
3554,Symbolism/nicholas-roerich_ladakh-1937.jpg,14,4,14
3555,Impressionism/pierre-auguste-renoir_woman-with-a-blue-blouse-1883.jpg,17,6,7
3556,Romanticism/gustave-dore_the-inferno-canto-19.jpg,7,3,13
3557,Symbolism/nicholas-roerich_himalayas-morning-1940.jpg,14,4,14
3558,Cubism/pyotr-konchalovsky_still-life-table-with-the-dishes-1919.jpg,18,9,4
3559,Romanticism/gustave-dore_a-message-from-the-east.jpg,7,3,13
3560,Impressionism/claude-monet_view-from-the-cliff-at-pourville-bright-weather.jpg,4,4,7
3561,Naive_Art_Primitivism/marc-chagall_clock-1914.jpg,12,9,8
3562,Impressionism/pierre-auguste-renoir_the-bridge-at-chatou.jpg,17,1,7
3563,Naive_Art_Primitivism/marc-chagall_eliezer-and-rebecca-1931.jpg,12,7,8
3564,Naive_Art_Primitivism/marc-chagall_the-face-of-israel-1960.jpg,12,7,8
3565,Impressionism/camille-pissarro_the-backwoods-of-st-antony-pontoise-1876.jpg,2,4,7
3566,Romanticism/gustave-dore_the-siege-of-ptolemais.jpg,7,3,13
3567,Realism/vincent-van-gogh_torso-of-venus-1887-1.jpg,22,8,12
3568,Realism/boris-kustodiev_women-drinking-tea-1918.jpg,1,8,12
3569,Impressionism/eugene-boudin_the-laundresses-of-etretat-1890.jpg,6,4,7
3570,Romanticism/ivan-aivazovsky_the-harbour-of-venice-the-island-of-san-georgio-1844.jpg,9,1,13
3571,Northern_Renaissance/albrecht-durer_innsbruck-seen-from-the-north.jpg,0,1,9
3572,Impressionism/claude-monet_the-tea-set.jpg,4,9,7
3573,Impressionism/claude-monet_the-grand-canal-and-santa-maria-della-salute.jpg,4,1,7
3574,Impressionism/pierre-auguste-renoir_portrait-of-pierre-renoir-in-a-sailor-suit-1890.jpg,17,6,7
3575,Post_Impressionism/vincent-van-gogh_dead-leaf-and-pod-1890(1).jpg,22,9,11
3576,Post_Impressionism/pablo-picasso_portrait-of-petrus-manach-1901.jpg,15,6,11
3577,Impressionism/camille-pissarro_a-meadow-in-eragny-1889.jpg,2,4,7
3578,Impressionism/pierre-auguste-renoir_study-of-a-woman.jpg,17,6,7
3579,Expressionism/martiros-saryan_portrait-of-film-director-sergei-eisenstein-1940.jpg,13,6,5
3580,Impressionism/eugene-boudin_laundresses-on-the-banks-of-the-touques-10.jpg,6,2,7
3581,Art_Nouveau_Modern/nicholas-roerich_city-1907-1.jpg,14,1,2
3582,Post_Impressionism/vincent-van-gogh_chestnut-trees-in-blossom-1890(1).jpg,22,1,11
3583,Naive_Art_Primitivism/marc-chagall_illustration-for-louis-aragon-s-work-one-who-says-things-without-saying-anything-1976-16.jpg,12,3,8
3584,Impressionism/pierre-auguste-renoir_nude-in-an-armchair-1890.jpg,17,5,7
3585,Post_Impressionism/paul-cezanne_the-roofs.jpg,16,1,11
3586,Northern_Renaissance/albrecht-durer_innsbruck.jpg,0,1,9
3587,Impressionism/childe-hassam_newfields-new-hampshire.jpg,3,4,7
3588,Impressionism/pierre-auguste-renoir_earthenware-jug.jpg,17,8,7
3589,Cubism/pyotr-konchalovsky_still-life-box-of-cigars-1916.jpg,18,9,4
3590,Realism/ilya-repin_portrait-of-countess-natalia-golovina-1896.jpg,8,6,12
3591,Realism/ivan-shishkin_landscape-with-lake-1886.jpg,10,4,12
3592,Impressionism/john-singer-sargent_bedouin-camp-1906.jpg,11,2,7
3593,Baroque/rembrandt_the-baptism-of-the-eunuch-1641.jpg,20,2,3
3594,Impressionism/claude-monet_bathers-at-la-grenouillere-1869.jpg,4,2,7
3595,Post_Impressionism/pablo-picasso_portrait-of-madame-canals-1905.jpg,15,6,11
3596,Impressionism/pierre-auguste-renoir_portrait-of-a-young-girl.jpg,17,6,7
3597,Impressionism/edgar-degas_jockey-1882.jpg,5,8,7
3598,Baroque/rembrandt_lucretia.jpg,20,6,3
3599,Impressionism/pierre-auguste-renoir_entering-the-village-of-essoyes-1901.jpg,17,4,7
3600,Realism/ivan-shishkin_in-the-park.jpg,10,4,12
3601,Romanticism/ivan-aivazovsky_the-caucasus.jpg,9,4,13
3602,Baroque/rembrandt_the-apostle-paul.jpg,20,7,3
3603,Realism/vincent-van-gogh_man-and-woman-seen-from-the-back-1882.jpg,22,8,12
3604,Impressionism/camille-pissarro_the-picnic.jpg,2,2,7
3605,Northern_Renaissance/albrecht-durer_portrait-of-a-windisch-farmer.jpg,0,6,9
3606,Post_Impressionism/paul-cezanne_landscape-at-midday-1887.jpg,16,4,11
3607,Post_Impressionism/vincent-van-gogh_man-with-spade-in-a-suburb-of-paris-1887.jpg,22,2,11
3608,Romanticism/paul-cezanne_house-in-provence-1867.jpg,16,4,13
3609,Northern_Renaissance/albrecht-durer_st-jerome-penitent-in-the-wilderness.jpg,0,7,9
3610,Baroque/rembrandt_the-artist-s-son-titus-1656.jpg,20,6,3
3611,Naive_Art_Primitivism/marc-chagall_equestrienne-1927.jpg,12,5,8
3612,Realism/boris-kustodiev_portrait-of-a-n-protasova-1900.jpg,1,6,12
3613,Cubism/paul-cezanne_the-bend-in-the-road.jpg,16,4,4
3614,Impressionism/pierre-auguste-renoir_girl-with-auburn-hair-1882.jpg,17,6,7
3615,Realism/boris-kustodiev_portrait-of-f-f-notgaft-1921.jpg,1,6,12
3616,Post_Impressionism/paul-cezanne_pine-and-aqueduct.jpg,16,4,11
3617,Impressionism/edgar-degas_dancers-in-green.jpg,5,2,7
3618,Post_Impressionism/vincent-van-gogh_green-wheat-fields-1890(1).jpg,22,4,11
3619,Romanticism/gustave-dore_sordello-and-virgil.jpg,7,3,13
3620,Romanticism/paul-cezanne_near-aix-en-provence.jpg,16,4,13
3621,Realism/vincent-van-gogh_peasant-woman-seen-against-the-window-head-and-whole-figure-1885.jpg,22,8,12
3622,Symbolism/salvador-dali_asperges-me-hyssopo-et-mundabor-1967.jpg,21,7,14
3623,Realism/vincent-van-gogh_lap-with-hands.jpg,22,8,12
3624,Impressionism/paul-cezanne_the-buffet-1877.jpg,16,9,7
3625,Analytical_Cubism/pablo-picasso_the-piano-accordionist-1911.jpg,15,2,1
3626,Impressionism/john-singer-sargent_moraine.jpg,11,4,7
3627,Impressionism/camille-pissarro_the-carrousel-grey-weather-1899.jpg,2,1,7
3628,Romanticism/gustave-dore_don-quixote-28.jpg,7,3,13
3629,Cubism/pyotr-konchalovsky_cassis-boats-1913.jpg,18,1,4
3630,Impressionism/pierre-auguste-renoir_two-young-women-in-a-landscape.jpg,17,2,7
3631,Realism/camille-pissarro_the-harvest.jpg,2,2,12
3632,Baroque/rembrandt_the-portrait-of-jan-six-1647.jpg,20,6,3
3633,Art_Nouveau_Modern/nicholas-roerich_building-the-ships-1903.jpg,14,2,2
3634,Naive_Art_Primitivism/marc-chagall_arrival-of-queen-sheba-to-jerusalem-i-kings-x-1-5.jpg,12,7,8
3635,Art_Nouveau_Modern/raphael-kirchner_greek-virgins-1900-2.jpg,19,6,2
3636,Post_Impressionism/vincent-van-gogh_almond-tree-in-blossom-1888(1).jpg,22,4,11
3637,Impressionism/pierre-auguste-renoir_stephane-mallarme-1892.jpg,17,6,7
3638,Realism/vincent-van-gogh_peasant-with-sickle-1885.jpg,22,8,12
3639,Northern_Renaissance/albrecht-durer_virgin-and-child-holding-a-half-eaten-pear-1512.jpg,0,7,9
3640,Realism/camille-pissarro_the-road-of-versailles.jpg,2,1,12
3641,Cubism/pyotr-konchalovsky_breads-1920.jpg,18,9,4
3642,Symbolism/nicholas-roerich_siver-clouds-over-the-mountains-1941.jpg,14,4,14
3643,Naive_Art_Primitivism/marc-chagall_morning-tea.jpg,12,3,8
3644,Symbolism/martiros-saryan_irises-1903.jpg,13,9,14
3645,Baroque/rembrandt_stormy-landscape.jpg,20,4,3
3646,Naive_Art_Primitivism/marc-chagall_prisoner-of-the-philistines-who-gouged-out-his-eyes-samson-whose-strength-came-back-with-his.jpg,12,7,8
3647,Impressionism/claude-monet_argenteuil-the-hospice(1).jpg,4,1,7
3648,Post_Impressionism/vincent-van-gogh_standing-female-nude-seen-from-the-front-1886.jpg,22,5,11
3649,Romanticism/gustave-dore_the-beseech-that-moses-might-report-to-them-his-will-and-terror-cease.jpg,7,7,13
3650,Art_Nouveau_Modern/nicholas-roerich_entry-of-tent-of-ivan-the-terrible.jpg,14,8,2
3651,Romanticism/gustave-dore_cyrus-restores-the-vessels-of-the-temple.jpg,7,7,13
3652,Realism/ilya-repin_portrait-of-the-historian-and-archaeologist-ivan-egorovich-zabelin-1877.jpg,8,6,12
3653,Northern_Renaissance/albrecht-durer_all-saints-picture-1511.jpg,0,7,9
3654,Realism/ilya-repin_evening-party-1881.jpg,8,2,12
3655,Impressionism/childe-hassam_home-of-the-hummingbird.jpg,3,4,7
3656,Romanticism/ivan-aivazovsky_lake-maggiore-in-the-evening-1858.jpg,9,4,13
3657,Expressionism/martiros-saryan_fairy-tale-at-the-foot-of-mount-ararat-1904.jpg,13,2,5
3658,Realism/pyotr-konchalovsky_fire-1930.jpg,18,1,12
3659,Symbolism/nicholas-roerich_lake-sheshnag.jpg,14,4,14
3660,Impressionism/edgar-degas_russian-dancer.jpg,5,2,7
3661,Realism/nicholas-roerich_waiting-1901.jpg,14,2,12
3662,Impressionism/edgar-degas_landscape-with-rocks.jpg,5,4,7
3663,Impressionism/claude-monet_river-scene-at-bennecourt.jpg,4,2,7
3664,Impressionism/pierre-auguste-renoir_landscape-with-river-1917.jpg,17,4,7
3665,Post_Impressionism/paul-cezanne_blue-flowerpot-1885.jpg,16,9,11
3666,Impressionism/camille-pissarro_view-of-eragny-1884.jpg,2,4,7
3667,Post_Impressionism/vincent-van-gogh_the-green-wheatfield-behind-the-asylum-1889.jpg,22,4,11
3668,Naive_Art_Primitivism/marc-chagall_the-israelites-crossing-the-red-sea-1931.jpg,12,7,8
3669,Impressionism/camille-pissarro_resting-harvesters-montfoucault-1875.jpg,2,2,7
3670,Impressionism/pierre-auguste-renoir_portrait-of-margot-portrait-of-a-model-1877.jpg,17,6,7
3671,Art_Nouveau_Modern/boris-kustodiev_shrovetide-1916.jpg,1,2,2
3672,Romanticism/paul-cezanne_preparation-for-the-funeral-1869.jpg,16,2,13
3673,Art_Nouveau_Modern/nicholas-roerich_smolensk-1909.jpg,14,1,2
3674,Impressionism/camille-pissarro_outer-harbour-of-le-havre-1903.jpg,2,1,7
3675,Romanticism/ivan-aivazovsky_view-of-yalta-1867.jpg,9,4,13
3676,Art_Nouveau_Modern/nicholas-roerich_vignette-for-book-n-k-roerich-1918-20.jpg,14,3,2
3677,Romanticism/gustave-dore_buonconte-da-montefeltro.jpg,7,3,13
3678,Symbolism/salvador-dali_iesu-transfigurato-mark-9-4f-1964.jpg,21,7,14
3679,Impressionism/claude-monet_banks-of-the-seine-at-jenfosse-clear-weather.jpg,4,4,7
3680,Realism/vincent-van-gogh_funeral-in-the-snow-near-the-old-tower-1883(1).jpg,22,2,12
3681,Impressionism/edgar-degas_two-dancers-in-green-skirts-landscape-scener.jpg,5,2,7
3682,Symbolism/nicholas-roerich_study-of-mountains-10.jpg,14,4,14
3683,Romanticism/gustave-dore_don-quixote-18.jpg,7,3,13
3684,Impressionism/john-singer-sargent_corfu-1909.jpg,11,4,7
3685,Impressionism/childe-hassam_grand-prix-day-also-known-as-le-jour-de-grand-prix.jpg,3,2,7
3686,Realism/vincent-van-gogh_peasant-woman-head-1885-2.jpg,22,8,12
3687,Impressionism/edgar-degas_project-for-portraits-in-a-frieze-three-women-1879.jpg,5,8,7
3688,Romanticism/gustave-dore_the-death-of-absalom.jpg,7,7,13
3689,Impressionism/boris-kustodiev_moscow-red-square.jpg,1,1,7
3690,Realism/eugene-boudin_the-francois-ier-tower-at-le-havre-1852.jpg,6,4,12
3691,Impressionism/childe-hassam_pont-royal-paris.jpg,3,1,7
3692,Baroque/rembrandt_the-ascension-of-christ-1636.jpg,20,7,3
3693,Post_Impressionism/vincent-van-gogh_portrait-of-a-woman-madame-tanguy.jpg,22,6,11
3694,Post_Impressionism/pablo-picasso_spouses-sisley-after-the-the-betrothed-by-auguste-renoir-1919.jpg,15,2,11
3695,Impressionism/john-singer-sargent_thou-shalt-not-steal-1918.jpg,11,2,7
3696,Northern_Renaissance/albrecht-durer_portrait-of-a-twenty-four-men-and-a-view-of-st-michael-in-antwerp.jpg,0,6,9
3697,Romanticism/gustave-dore_the-marriage-in-cana.jpg,7,7,13
3698,Post_Impressionism/paul-cezanne_still-life-with-fruits-1880.jpg,16,9,11
3699,Impressionism/camille-pissarro_the-inner-harbor-dieppe-afternoon-sun-low-tide-1902.jpg,2,1,7
3700,Symbolism/nicholas-roerich_mohammed-on-mount-hira-1925.jpg,14,7,14
3701,Realism/ilya-repin_portrait-of-the-artist-viktor-vasnetsov-1882.jpg,8,6,12
3702,Symbolism/nicholas-roerich_study-of-mountains-7.jpg,14,4,14
3703,Cubism/pyotr-konchalovsky_san-gimignano-1912.jpg,18,4,4
3704,Impressionism/salvador-dali_view-of-cadaques-from-playa-poal.jpg,21,4,7
3705,Impressionism/claude-monet_the-rock-needle-and-the-porte-d-aval-1.jpg,4,4,7
3706,Art_Nouveau_Modern/raphael-kirchner_boys-and-girls-at-sea.jpg,19,2,2
3707,Symbolism/nicholas-roerich_russian-easter-1924.jpg,14,2,14
3708,Expressionism/salvador-dali_still-life-pulpo-y-scorpa.jpg,21,9,5
3709,Realism/john-singer-sargent_beatriice-goelet-1890.jpg,11,6,12
3710,Symbolism/salvador-dali_leo-quasi-bos-comedens-paleas-isaiah-11-7-1967.jpg,21,7,14
3711,Symbolism/martiros-saryan_landscape-shirak-1962.jpg,13,4,14
3712,Cubism/paul-cezanne_forest-1894.jpg,16,4,4
3713,Impressionism/pierre-auguste-renoir_rapha-maitre-1871.jpg,17,6,7
3714,Impressionism/pierre-auguste-renoir_garden-in-the-rue-cortot-1876.jpg,17,4,7
3715,Post_Impressionism/vincent-van-gogh_rest-work-after-millet-1890.jpg,22,2,11
3716,Northern_Renaissance/albrecht-durer_christ-s-entry-into-jerusalem-1511.jpg,0,7,9
3717,Impressionism/pierre-auguste-renoir_at-the-milliner-s.jpg,17,2,7
3718,Impressionism/pierre-auguste-renoir_head-of-a-woman.jpg,17,6,7
3719,Post_Impressionism/vincent-van-gogh_the-olive-trees-1888.jpg,22,8,11
3720,Symbolism/nicholas-roerich_monhigan-study-1922-18.jpg,14,8,14
3721,Impressionism/claude-monet_vetheuil-4.jpg,4,4,7
3722,Realism/vincent-van-gogh_congregation-leaving-the-reformed-church-in-nuenen-1884(1).jpg,22,1,12
3723,Impressionism/claude-monet_olive-trees-in-bordigher.jpg,4,4,7
3724,Realism/ilya-repin_maxim-gorky-reading-in-the-penates-his-drama-children-of-the-sun-1905.jpg,8,2,12
3725,Realism/salvador-dali_cathedral-unfinished.jpg,21,8,12
3726,Post_Impressionism/vincent-van-gogh_the-garden-of-doctor-gachet-at-auvers-sur-oise-1890(1).jpg,22,4,11
3727,Northern_Renaissance/albrecht-durer_head-of-the-twelve-year-old-christ.jpg,0,7,9
3728,Impressionism/camille-pissarro_the-inner-harbor-dpeppe-high-tide-morning-grey-weather-1902.jpg,2,1,7
3729,Art_Nouveau_Modern/nicholas-roerich_ledenets-1919-1.jpg,14,8,2
3730,Realism/pierre-auguste-renoir_a-road-in-louveciennes.jpg,17,4,12
3731,Post_Impressionism/vincent-van-gogh_sheet-with-figures-at-a-table-a-sower-clogs-etc-1890.jpg,22,8,11
3732,Impressionism/pierre-auguste-renoir_the-writing-lesson-1895.jpg,17,2,7
